game_id,home_team,away_team,play_desc,home_score,away_score,half,secs_left_half,secs_left_reg,play_team,play_type,shooting_play,scoring_play,is_three,shooter,is_assisted,assist_player,shot_x,shot_y
401820664,Virginia Cavaliers,Stanford Cardinal,Start game,0,0,1,1200,2400,,,False,False,False,,False,,,
401820664,Virginia Cavaliers,Stanford Cardinal,Jump Ball won by Virginia,0,0,1,1199,2399,Virginia Cavaliers,jump ball,False,False,False,,False,,,
401820664,Virginia Cavaliers,Stanford Cardinal,Jump Ball lost by Stanford,0,0,1,1199,2399,Stanford Cardinal,jump ball,False,False,False,,False,,,
401820664,Virginia Cavaliers,Stanford Cardinal,Johann Grunloh misses layup,0,0,1,1184,2384,Virginia Cavaliers,,False,False,False,,False,,,
401820664,Virginia Cavaliers,Stanford Cardinal,Oskar Giltay Defensive Rebound.,0,0,1,1180,2380,Stanford Cardinal,rebound,False,False,False,,False,,,
401820664,Virginia Cavaliers,Stanford Cardinal,Benny Gealer makes 25-foot three point jumper (Chisom Okpara assists),0,3,1,1155,2355,Stanford Cardinal,,False,True,True,Benny Gealer makes 25-foot three point jumper (Chisom Okpara assists),False,,,
401820664,Virginia Cavaliers,Stanford Cardinal,"Johann Grunloh bad pass
turnover",0,3,1,1129,2329,Virginia Cavaliers,,False,False,False,,False,,,
401820664,Virginia Cavaliers,Stanford Cardinal,Benny Gealer Steal.,0,3,1,1129,2329,Stanford Cardinal,steal,False,False,False,,False,,,
401820664,Virginia Cavaliers,Stanford Cardinal,Oskar Giltay makes layup (Chisom Okpara assists),0,5,1,1111,2311,Stanford Cardinal,,False,True,False,Oskar Giltay makes layup (Chisom Okpara assists),False,,,
401820664,Virginia Cavaliers,Stanford Cardinal,Thijs De Ridder makes driving layup,2,5,1,1087,2287,Virginia Cavaliers,,False,True,False,Thijs De Ridder makes driving layup,False,,,
401820664,Virginia Cavaliers,Stanford Cardinal,Ebuka Okorie misses 25-foot three point step back jumpshot,2,5,1,1061,2261,Stanford Cardinal,,False,False,True,,False,,,
401820664,Virginia Cavaliers,Stanford Cardinal,Malik Thomas Defensive Rebound.,2,5,1,1056,2256,Virginia Cavaliers,rebound,False,False,False,,False,,,
401820664,Virginia Cavaliers,Stanford Cardinal,Malik Thomas makes driving layup,4,5,1,1049,2249,Virginia Cavaliers,,False,True,False,Malik Thomas makes driving layup,False,,,
401820664,Virginia Cavaliers,Stanford Cardinal,Benny Gealer makes driving layup (Oskar Giltay assists),4,7,1,1024,2224,Stanford Cardinal,,False,True,False,Benny Gealer makes driving layup (Oskar Giltay assists),False,,,
401820664,Virginia Cavaliers,Stanford Cardinal,Dallin Hall makes driving layup (Malik Thomas assists),6,7,1,998,2198,Virginia Cavaliers,,False,True,False,Dallin Hall makes driving layup (Malik Thomas assists),False,,,
401820664,Virginia Cavaliers,Stanford Cardinal,Johann Grunloh subbing out for Virginia,6,7,1,969,2169,Virginia Cavaliers,,False,False,False,,False,,,
