game_id,home_team,away_team,play_desc,home_score,away_score,half,secs_left_half,secs_left_reg,play_team,play_type,shooting_play,scoring_play,is_three,shooter,is_assisted,assist_player,shot_x,shot_y
401820634,California Golden Bears,Louisville Cardinals,Start game,0,0,1,1200,2400,,,False,False,False,,False,,,
401820634,California Golden Bears,Louisville Cardinals,Jump Ball won by Louisville,0,0,1,1196,2396,Louisville Cardinals,jump ball,False,False,False,,False,,,
401820634,California Golden Bears,Louisville Cardinals,Jump Ball lost by California,0,0,1,1196,2396,California Golden Bears,jump ball,False,False,False,,False,,,
401820634,California Golden Bears,Louisville Cardinals,Sananda Fru makes 0-foot alley oop dunk,0,2,1,1186,2386,Louisville Cardinals,,False,True,False,Sananda Fru makes 0-foot alley oop dunk,False,,,
401820634,California Golden Bears,Louisville Cardinals,Justin Pippen misses 22-foot three point jumper,0,2,1,1168,2368,California Golden Bears,,False,False,True,,False,,,
401820634,California Golden Bears,Louisville Cardinals,Lee Dort Offensive Rebound.,0,2,1,1167,2367,California Golden Bears,rebound,False,False,False,,False,,,
401820634,California Golden Bears,Louisville Cardinals,Lee Dort misses layup,0,2,1,1164,2364,California Golden Bears,,False,False,False,,False,,,
401820634,California Golden Bears,Louisville Cardinals,Sananda Fru Defensive Rebound.,0,2,1,1162,2362,Louisville Cardinals,rebound,False,False,False,,False,,,
401820634,California Golden Bears,Louisville Cardinals,Sananda Fru makes layup,0,4,1,1143,2343,Louisville Cardinals,,False,True,False,Sananda Fru makes layup,False,,,
401820634,California Golden Bears,Louisville Cardinals,Lee Dort misses layup,0,4,1,1127,2327,California Golden Bears,,False,False,False,,False,,,
401820634,California Golden Bears,Louisville Cardinals,Sananda Fru Defensive Rebound.,0,4,1,1124,2324,Louisville Cardinals,rebound,False,False,False,,False,,,
401820634,California Golden Bears,Louisville Cardinals,Foul on John Camden.,0,4,1,1123,2323,California Golden Bears,foul,False,False,False,,False,,,
