game_id,home_team,away_team,play_desc,home_score,away_score,half,secs_left_half,secs_left_reg,play_team,play_type,shooting_play,scoring_play,is_three,shooter,is_assisted,assist_player,shot_x,shot_y
401820666,California Golden Bears,Duke Blue Devils,Start game,0,0,1,1200,2400,,,False,False,False,,False,,,
401820666,California Golden Bears,Duke Blue Devils,Jump Ball won by California,0,0,1,1197,2397,California Golden Bears,jump ball,False,False,False,,False,,,
401820666,California Golden Bears,Duke Blue Devils,Jump Ball lost by Duke,0,0,1,1197,2397,Duke Blue Devils,jump ball,False,False,False,,False,,,
401820666,California Golden Bears,Duke Blue Devils,John Camden misses 29-foot three point jumper,0,0,1,1181,2381,California Golden Bears,,False,False,True,,False,,,
401820666,California Golden Bears,Duke Blue Devils,Dame Sarr Defensive Rebound.,0,0,1,1179,2379,Duke Blue Devils,rebound,False,False,False,,False,,,
401820666,California Golden Bears,Duke Blue Devils,"Cameron Boozer bad pass
turnover",0,0,1,1171,2371,Duke Blue Devils,,False,False,False,,False,,,
401820666,California Golden Bears,Duke Blue Devils,Lee Dort Steal.,0,0,1,1171,2371,California Golden Bears,steal,False,False,False,,False,,,
401820666,California Golden Bears,Duke Blue Devils,Chris Bell makes 23-foot three point jumper (Justin Pippen assists),3,0,1,1159,2359,California Golden Bears,,False,True,True,Chris Bell makes 23-foot three point jumper (Justin Pippen assists),False,,,
401820666,California Golden Bears,Duke Blue Devils,"Dame Sarr bad pass
turnover",3,0,1,1144,2344,Duke Blue Devils,,False,False,False,,False,,,
401820666,California Golden Bears,Duke Blue Devils,Chris Bell Steal.,3,0,1,1144,2344,California Golden Bears,steal,False,False,False,,False,,,
401820666,California Golden Bears,Duke Blue Devils,Dai Dai Ames misses layup,3,0,1,1118,2318,California Golden Bears,,False,False,False,,False,,,
401820666,California Golden Bears,Duke Blue Devils,Patrick Ngongba II Block.,3,0,1,1118,2318,Duke Blue Devils,block,False,False,False,,False,,,
401820666,California Golden Bears,Duke Blue Devils,California Offensive Rebound.,3,0,1,1118,2318,California Golden Bears,rebound,False,False,False,,False,,,
401820666,California Golden Bears,Duke Blue Devils,Chris Bell misses 22-foot three point jumper,3,0,1,1116,2316,California Golden Bears,,False,False,True,,False,,,
401820666,California Golden Bears,Duke Blue Devils,Isaiah Evans Block.,3,0,1,1116,2316,Duke Blue Devils,block,False,False,False,,False,,,
401820666,California Golden Bears,Duke Blue Devils,Patrick Ngongba II Defensive Rebound.,3,0,1,1112,2312,Duke Blue Devils,rebound,False,False,False,,False,,,
401820666,California Golden Bears,Duke Blue Devils,Patrick Ngongba II makes layup,3,2,1,1089,2289,Duke Blue Devils,,False,True,False,Patrick Ngongba II makes layup,False,,,
